deck,front,back,reading,pos,examples,tags
Default,向上,提高。进步。上进。,こうじょう,,彼はこうじょう心が強い。他上进心很强。 | 学力のこうじょうを図る。力求提高学力。 | 人は日々にこうじょうしなくてはいけない。人要天天向上。 | 教育の質をこうじょうさせたい。要提高教育质量。,"N1,vocab"
Default,象眼,镶嵌。,ぞうがん,,唐草の模様をぞうがんする。镶嵌蔓草花纹。 | ぞうがんさいく/象眼細工。镶嵌工艺。,"N1,vocab"
Default,消し炭,未燃尽的劈柴，引火的木炭，软炭。,けしずみ,,,"N1,vocab"
Default,消す,关掉。熄灭。消除。,けす,,明かりをけす。熄灯。 | 火をけす。灭火。 | テレビをけす。关电视。 | 字をけす消しゴムなどで。擦掉字。 | 姿をけす。躲藏起来。 | 壁の落書きをけす。擦掉涂在墙壁上的字。 | トイレのにおいをけす。消除厕所的气味。 | 伝統的建造物がまた一つ姿を消した。传统的建筑物又消失了一个。 | フロッピーディスクからこの部分をけす。从磁盘里削掉这部分。 | けすことのできぬ汚点。不可洗刷的污点。,"N1,vocab"
Default,小包,包裹。郵便。,こづつみ,,こづつみを送る寄包裹。故郷の友にこづつみを送る给故乡的朋友寄包裹。 | 母からこづつみで松茸が届いた妈妈给我寄来了松茸。,"N1,vocab"
Default,小鼻,鼻翼。,こばな,,こばなをうごめかせて語る。得意洋洋地讲述。,"N1,vocab"
Default,小康,暂时平稳。暂时平静。,しょうこう,,彼の病気はしょうこうを保っている。他的病情现在维持着平稳状态。 | 戦乱はしょうこう状態に入っている。处于暂时的平静状态。,"N1,vocab"
Default,小切手,支票。票据。,こぎって,,支払いはこぎってでよろしいか。可以用支票来付款吗？ | 10万円のこぎってを切る。开出十万日元的支票。 | 不渡りこぎってをつかまされる。被空头支票欺骗了。 | こぎってに裏書きする。在支票背面签字。 | こぎってが不渡りになる。支票被拒付。,"N1,vocab"
Default,効き目,效力。效验。,ききめ,,ききめがある。有效。灵验。 | ききめがない。不灵。 | その療法はききめがあるのかね。那种治疗方法有效吗？ | あの薬にはききめがない。那个药不管用。 | ききめが早い。药效快。,"N1,vocab"
Default,効く,见效。奏效。,きく,,この薬草は神経痛にきくそうだ。据说这种草药对神经痛有疗效。 | 冷酒はあとになって効いてくる。冷酒喝完以后会上头。 | パンチの効いた宣伝文句。简洁有力的宣传词句。 | 君の強烈な一言が効いたね。你那句尖锐的话真管用。,"N1,vocab"
Default,笑覧,笑览。,しょうらん,,ご笑覧を請う。 请笑览。,"N1,vocab"
Default,邪魔,①妨碍，阻碍，碍事，障碍，干扰，打扰，搅扰，打搅，累赘。,じゃま,,邪魔な物をどかしなさい。挪开碍事的东西。 | 仕事の邪魔をするな。不要妨碍工作。 | 往来の邪魔になる。妨碍通行。 | お邪魔しました。打搅您了。 ②访问，拜访，添麻烦。 | 今晩お邪魔してよろしいですか。今天晚上想去拜访您，您方便吗?。,"N1,vocab"
Default,携える,①携带，拿，带。,たずさえる,,大金を携える。携带巨款。 | 手みやげを携える。携带简单的礼品。 | 花をたずさえて墓まいりにいく。拿着花去扫墓。 | 手みやげをたずさえる。携带礼物。 | 紹介状を携えて訪問する。携带介绍信去造访。 | 彼は大きな包みを携えていた。他带着大包袱。 | ピストルを携えている。带着手枪。 ②偕同，携手，手拉手。 | 手をたずさえる。携手合作。 | 互いに手を携えて進む。互相携手前进。 | 妻子をたずさえて帰省する。带领妻子回家乡探亲。 | 新入生と手をたずさえて学校にいく。拉着新同学的手去学校。 ③带领。 | 妻子を携えて帰省する。带领妻子和孩子回乡探亲。,"N1,vocab"
Default,携わる,参与。从事。,たずさわる,,教育の仕事にたずさわる。从事教育工作。 | 介護にたずさわる人々。从事护理的人们。 | 教育に携わる。从事教育。 | 政治にたずさわらない。不参与政治。,"N1,vocab"
Default,写す,①抄，誊，摹。,うつす,,ノートを写す。抄笔记。 | 名家の書を写す。临摹名人的字。 | 油絵を写す。临摹油画。 | 手本を写す。摹字帖。 | 友人のノートをうつす。抄写朋友的笔记。 | その詩をノートに写し取った。把那首诗抄写在笔记本上。 ②拍照。 | 写真を写す。拍照，照像。 | カラーで写す。用彩色胶片照像。 | 家族の集合写真をうつす。拍全家福照片。 | これは山頂から写した写真です。这是从山顶上拍的照片。 ③描写，描绘。 | だいたいの印象を絵に写す。把大致的印象描绘成画。,"N1,vocab"
Default,写る,①拍。照。,うつる,,写真にうつる。拍到照片上。 | よく写っている。照得很好。 | 写真には20年前の自分が写っていた。照片上记录着二十年前的我。 | この熊は実に良く写っている。这头熊照得真不错。 ②透明。 | 下の文字が写って見える。可看见后边透过来的文字。,"N1,vocab"
Default,卸商,批发商。,おろししょう,,,"N1,vocab"
Default,謝る,①道歉，赔礼，谢罪。,あやまる,,被害者に謝る。向受害者道歉。 | 頭を下げて謝る。低头认错。 | どう謝っても許してくれない。不管怎么道歉，也不原谅我。 | 君はそれをあやまる必要がある。你需要对那件事认错。 | 平謝りにあやまる。低头谢罪。 | この件に関して我々はあやまる必要がない。关于这件事我们不必道歉。 ②认输，折服，服，没有办法。 | あいつのずうずうしいのには謝った。没皮没脸简直拿他没辙。 ③谢绝，辞退。 | その仕事なら謝るよ。若是那项工作我可敬谢不敏。,"N1,vocab"
Default,心得る,①懂得，明白，理解，领会。,こころえる,,事情をこころえる。掌握情况。 | 委細心得ました。一切都知道了。 | ひととおり料理を心得ている。大略懂得一点烹调。 | 万事心得たつもりでいるほど厄介なことはない。以为自己什么都懂的家伙是最难对付不过的。 | わしをなんと心得ているのか。你以为我是什么人? | いったい自分をなんと心得ているのか。你到底以为自己是什么? | それは心得ておくべきだ。那是应该记在心上的。 | 彼は心得たものだ。他熟悉得很。 ②答应，应允。 | よし心得た。好了，交给我吧。 | 委細心得ました。一切都明白了，一切照办。,"N1,vocab"
Default,心地,心情。,ここち,,生きたここちがしない。吓死我了！ | 着ここちのよい服。合身的衣服。穿着很舒适的衣服。 | じつに着ここちのよい服である。的确是穿起来很舒服的衣服。 | 雲に浮かぶような着ここちのよさがあった。穿起来就像是飘在云里一样惬意。,"N1,vocab"
Default,心細い,心中不安。胆怯。心虚。孤独，沮丧。,こころぼそい,,俺ひとりじゃこころぼそいなぁ。我一个人可有点儿心虚啊。 | 心細さがいよいよ募った。心里越来越不安。 | あいつが心細げにつぶやいた。他心虚地嘟囔了一句。 | そんなこころぼそいことを言うなよ。别说那种泄气话。 | あなたがいないと心細い。您不在我感觉寂寞。,"N1,vocab"
Default,辛うじて,好不容易。差点儿。勉强。,かろうじて,,かろうじてフライトに間に合った。差点儿没赶上飞机。 | かろうじて危機を逃れる。好容易逃离危机。 | かろうじて生計を立てる。勉强维持生活。 | かろうじて過半数を獲得する。好不容易获得过半数。,"N1,vocab"
Default,新米,新手。生手。,しんまい,,彼女はその会社ではしんまいである。她在那个公司是个新手。 | 彼はその仕事についてはしんまいではない。关于那个工作他可不是生手。,"N1,vocab"
Default,形骸化,形式化。,けいがいか,,,"N1,vocab"
Default,形相,神情。面孔。,ぎょうそう,,目の前に先生が恐ろしいぎょうそうで立っていた。老师板着面孔站在眼前。 | 彼の憤怒のぎょうそうに私はたじろいだ。看到他愤怒的神情，我退缩了。,"N1,vocab"
Default,型破り,破格，打破常规。,かたやぶり,,かたやぶりな授業が生徒に人気がある。学生喜欢打破常规的教课。 | かたやぶりな発想と経営。与众不同的构思和经营。,"N1,vocab"
Default,型紙,纸型。纸样儿。,かたがみ,,かたがみに合わせて裁つ。按照纸型裁剪。,"N1,vocab"
Default,幸い,①幸运。万幸。,さいわい,,不幸中のさいわい。不幸中之大幸。 | お役に立てればさいわいです。要是对您有用的话，就太好了。 | 川に落ちなくてさいわいでした。幸运的是没有掉到河里去。 ②好在。幸而。幸亏。 | さいわい命は取りとめた。幸好生命抢救过来了。 | 車はビルに衝突したがさいわいけが人は出なかった。车子撞到大楼，幸好没有人受伤。 | 明日はさいわい日曜日だからみんなで…。明天恰好是星期天，咱们一起…。,"N1,vocab"
Default,幸甚,十分荣幸。为荷。,こうじん,,御笑覧いただければこうじんです。如能拨冗笑览，不胜荣幸。,"N1,vocab"
Default,性分,性情。本性。秉性。,しょうぶん,,しょうぶんに合わない。不合秉性。 | 生れつきそういうしょうぶんなんだ生来就是这种本性。,"N1,vocab"
Default,興行,①上演。表演。演出。,こうぎょう,,正月こうぎょうの切符は売り切れた。新年节目的票都卖光了。 | サーカス団は2週間のこうぎょうを打った。杂技团演出了两个星期。 | その芝居はこうぎょう的には成功したが…。那出戏的票房收入很成功，不过…。,"N1,vocab"
Default,匂う,①发香，有香味儿。,におう,,きんもくせいがにおう。桂花飘香。 | 菊の花が匂う。菊花散发出香味。 ②显得漂亮。 | 匂うばかりの美少年。漂亮的小伙子。 ③发臭，有臭味儿。 | ひどくにおう生ゴミ。发出恶臭的垃圾。 | 何か匂わないか。你不觉得有怪味吗？ ④奇怪，可疑。 | あいつの挙動は何か匂わないか。他的举动你不觉得可疑吗？,"N1,vocab"
Default,胸騒ぎ,忐忑不安。,むなさわぎ,,,"N1,vocab"
Default,修まる,端正。改正。,おさまる,,素行がおさまる。品行改好了。,"N1,vocab"
Default,修める,学。研修。修养。,おさめる,,学をおさめる。履修学业。 | 大学では心理学を修めました。大学时学了心理学。 | 身を修めて精進する。修身进取。,"N1,vocab"
Default,宿す,①留宿，留住。,やどす,,知らない人を家に宿させるのは危ないじゃない。把不认识的人留宿在家里难道不危险吗？ ②保有，留下，映照。 | 露を宿す葉。凝有露水的叶子。 | 胸に秘密を宿す。把秘密藏在心里。 | 水に影を宿す。水上映出倒影。 ③怀孕。 | 彼女は離婚した彼の子を宿していた。她怀上了前夫的孩子。,"N1,vocab"
Default,続出,接连出现。,ぞくしゅつ,,放火の被害がぞくしゅつする。纵火案接连不断。 | 飢餓が広がり餓死者がぞくしゅつした。饥荒扩散，饿死者接连出现。 | ぞくしゅつする不祥事に不信感が増す。因接连出现丑闻加深了不信任感。,"N1,vocab"
Default,続行,继续进行。,ぞっこう,,試合をぞっこうする。继续进行比赛。 | 交渉をぞっこうすることで合意した。双方同意继续进行交涉。 | 資金難で研究をぞっこうすることが不可能となった。由于资金短缺，已经不可能继续进行研究了。,"N1,vocab"
Default,懸垂,悬垂，引体向上。,けんすい,,けんすいは5回もできない。引体向上运动连五次都作不了。 | 屋上からけんすい幕が垂れている。从屋顶上垂下广告条幅。,"N1,vocab"
Default,懸想,爱慕，恋爱。,けそう,,ひそかに懸想している。 暗恋。,"N1,vocab"
Default,靴下,袜子。,くつした,,くつしたをはく。穿袜子。 | くつしたを脱ぐ。脱袜子。 159,"N1,vocab"
Default,穴埋め,①埋坑，填坑。,あなうめ,,穴を穴埋め。填坑。 ②填补空白，补缺，填补亏空，还债。 | 損失の穴埋めをする。弥补损失。 ③补缺，填空。 | 穴埋め記事。补白。,"N1,vocab"
Default,学殖,渊博的学问，学识。,がくしょく,,学殖豊かな人。学识渊博的人。,"N1,vocab"
Default,薫風,熏风，南风，和风，暖风。,くんぷう,,,"N1,vocab"
Default,牙城,大本营。根据地。,がじょう,,敵のがじょうを崩す。攻克敌军大本营。,"N1,vocab"
Default,煙る,①冒烟。,けぶる,,薪が煙る。柴火在冒烟。 ②模糊不清，朦胧。细蒙蒙。 | 春雨に煙る京都東山。春雨朦胧的京都东山。 | 朝霧にけぶる山。朝雾朦胧的山峦。,"N1,vocab"
Default,延ばす,①延长，延缓，推延，推迟，拖延。,のばす,,一日一日と延ばす。一天一天地拖（延）。 | 支払いを延ばす。延期付款。 | 期限を延ばす。延长期限。 | 滞在を10日間延ばす。把逗留期间延长十天。 | 出発を2日間延ばす。把出发日期推迟两天。 | きょうなし得ることをあすに延ばすな。今天能办的事不要拖到明天。 | 自動車道路を海岸まで延ばす。把汽车路延长到海岸。 | 期日をのばす。拖延日期。 | 今日なしうることを明日にのばすな。不要把今天能做的事情拖到明天。 | 彼はやるべきことを1日1日とのばす。他把应该做的事情拖了一天又一天。 | 彼らは賛否の決定をできるだけ延ばしてきた。他们尽可能地拖延了赞成与否的决定。 | 高速道路をのばす。延长高速公路。 | 借金の返済期限をのばす。延长借款的返还期限。 | ビジネスビザを申請して滞在をのばす。申请商务护照延长滞留时间。 ②稀释。 | のりを延ばす。稀释糨糊。 ③拉直。 | 皺を延ばす。拉紧皱纹。,"N1,vocab"
Default,延びる,①延伸。延长。推迟。延期。,のびる,,会議がのびる長引く。会议延长。 | 遠足がのびる先に。延期郊游的日程。 | 鉄道がのびる。延长铁路。 | 禁煙すれば寿命はのびるか。如果戒烟寿命会延长吗？ | 会期が延びる。会期延长。 | 寿命が延びる。寿命延长。 | 開会が延びる。开会延期。 | 出発が来週に延びる。出发推迟到下周。 | 地下鉄が郊外まで延びる。地铁延长到郊外。 ②失去弹性。 | ゴムひもが延びる。松紧带抻长了，没有弹性了。 | そばが延びる。荞麦面条坨了。,"N1,vocab"
Default,延べ,总共。,のべ,,のべ人数。人次。 | 先月の入場者数はのべ5万人に達した。上个月的入场人数达到五万人次。 | 今年黄砂を観測したのべ日数は30日を越えた。今年观测到黄沙的总天数超过了三十天。,"N1,vocab"
Default,延べる,①伸展，施展，展开。,のべる,,布団を延べる。打开被子。布団を延べる。 | 展开被子。救いの手を延べる。伸出援助之手。 ②延期，推迟。 | 出発の期日を延べる。推迟出发日期。,"N1,vocab"
Default,言質,诺言。,げんち,,げんちを与えないようにする。别给对方留下把柄。 | げんちを取る。得到承诺。 | げんちをほごにする。毁约。推翻以前的承诺。,"N1,vocab"
Default,炎上,失火。烧毁。,えんじょう,,タンカーがえんじょうする。油轮失火。,"N1,vocab"
Default,沿革,沿革。,えんかく,,まず我が市のえんかくを説明しよう。首先说明一下我市的变迁吧。,"N1,vocab"
Default,研ぐ,磨。钢。淘。,とぐ,,米をとぐ。淘米。 | 砥石で包丁をとぐ。用磨刀石磨刀。 | 猫が爪をとぐ。猫磨爪子。,"N1,vocab"
Default,顔見せ,初次露面。初次亮相。,かおみせ,,,"N1,vocab"
Default,揚がる,炸好。,あがる,,エビが揚がった。虾炸好了。 | 天ぷらがからっと揚がった。天麸罗炸得脆脆的。,"N1,vocab"
Default,仰天,大吃一惊。惊讶。,ぎょうてん,,おまえの度胸のよさにはびっくりぎょうてんだ。你胆量这么大，我很吃惊。 | 俺は名前を聞いてぎょうてんした。我听到名字吃了一惊。,"N1,vocab"
Default,妖しい,妖艳；妖媚。,あやしい,,,"N1,vocab"
Default,野放し,放任不管。放养。,のばなし,,こういう男はのばなしにしておくべきではない。这样的人不能任他为非作歹。 | 犬をのばなしにする。放养狗。,"N1,vocab"
Default,野良,田间。农地。,のら,,のらに出る。下地。 | 野良犬。野狗。 | 野良着。干农活的衣服。 | 野良仕事。农活儿。庄稼活儿。 | 野良猫。野猫。,"N1,vocab"
Default,野原,野地。原野。,のはら,,広いのはらを駆け回る。在广阔的原野奔跑。,"N1,vocab"
Default,夜店,夜市。夜店，妓院。,よみせ,,よみせをひやかす。逛夜市。 | よみせで金魚すくいをした。在夜市捞金鱼。,"N1,vocab"
Default,葉桜,长出嫩叶的樱树。,はざくら,,並木はすっかりはざくらに変わっていた。道路两旁的樱花树已经变成了嫩叶的光景。,"N1,vocab"
Default,業を煮やす,急躁，不耐烦，大发雷霆。,ごうをにやす,,,"N1,vocab"
Default,一蹴,①拒绝。,いっしゅう,,賃上げ要求は一蹴された。涨工资的要求被拒。 | 私の提案は市長にいっしゅうされた。我的提案被市长枪毙了。 ②击败（对方）。轻取。 | 我がチームは相手を軽く一蹴した。我们队轻而易举打败了对手。 | 敵をいっしゅうする。轻松地击败对手。,"N1,vocab"
Default,一喝,大喝一声。,いっかつ,,一喝して、追い払う。大喝一声将其赶走。,"N1,vocab"
Default,一筋,一条。一道。一心一意。,ひとすじ,,ひとすじの道。一条路。 | ひとすじの光。一道光明。 | ひとすじの川。一条河。 | 研究ひとすじ。一心一意地研究。 | 彼は役者ひとすじの道を歩んできた。他沿着做演员这条路，径直走了过来。 | 我々の進むべき道はこのひとすじしかない。我们要走的路只有这一条。,"N1,vocab"
Default,一括,一包在内，总括起来，一揽子。,いっかつ,,一括して提出する。总括起来提出。,"N1,vocab"
Default,一息,①喘口气。,ひといき,,ほっと一息つく。歇口气;歇一会儿。 | 一息つく暇もないくらい忙しい。忙得连喘口气的工夫都没有。 | ひといきつく。歇一口气。 | あとひといきで頂上だ。再爬一点儿就到山顶了。 | 仕事の合間にほっとひといきつくティータイム。工作中间轻松一下的喝茶时间。 | 彼は階段の上でひといきついた。他在楼梯上歇了一口气。 | たまにはひといきつかせてくれ。让我有时也喘口气。 ②一口气。 | 一息に仕上げる。一口气干完。 | コップの水を一息に飲みほす。将杯里的水一口气喝干。 | ひといきに飲み干す。一饮而尽。 ③一把劲，稍努把劲儿。 | もう一息だ。只差一把劲；再使把劲。 | 彼はもう一息のところで負けた。他在眼看就要赢了的时候输了。 | いい文章だがいま一息のところがある。是一篇好文章，但还欠点火候。 | ひといきに書き上げる。一股劲儿地写完。 | あとひといきだ。再加一把劲儿。,"N1,vocab"
Default,一献,一杯酒，一斟。酒宴。,いっこん,,いっこん差し上げたい。想敬您一杯酒。 | 一献さしあげる。设便宴请您。,"N1,vocab"
Default,一重,单层。,ひとえ,,ひとえまぶた。单眼皮。 | 紙ひとえ。一纸之差。 | 紙ひとえの勝利。以略微优势取得胜利。 | ひとえの花。单层花瓣的花。,"N1,vocab"
Default,一昨日,前天。,いっさくじつ,,,"N1,vocab"
Default,一座,①在座的人。 ②剧团。,いちざ,,旅のいちざの名もないスター。巡回剧团里不出名的一个“明星”。,"N1,vocab"
Default,移す,①移；挪；搬；迁。调动，变动。,うつす,,本拠地を千葉から横浜にうつす。把据点从千叶转移到横滨。 | 家を移す。搬家。 | 都を移す。迁都。 | 机を窓の近くに移す。把桌子靠近窗户。 | 本社から地方の支社へ移された。由总公司调到外地的分公司去了。 ②转移，改变。 | 心を移す。心转向别处（人）；变心。 | 視線を移す。转移视线。 ③薰染，染上颜色、香味。 | 色を移す。染上色。 ④（病）传染。 | 病気を移す。把病传染给别人。 | 病気を移さないでくれ。别把病传染给我。 ⑤开始，着手。 | 実行に移す。付诸实行。 | 計画を直ちに実行にうつす。计划立刻付诸实施。 ⑤度，度过。 | 時を移す。度过时间；虚度时日。 | 時を移さず検討に入る。不失时机地开始研究。,"N1,vocab"
Default,移り変わり,变迁。,うつりかわり,,あの辺は四季のうつりかわりが楽しいだろう。那边儿四季的变化一定会很有情趣。 | 私は世の中のうつりかわりを存分に見てきた。我已经看够了世态沧桑。,"N1,vocab"
Default,移る,①移动，搬家。,うつる,,新しいアパートへ移る。搬到新的公寓。 | 佐藤さんは人事課に移りました。佐藤先生调到了人事科。 | 郊外の一戸建てにうつる。搬进了郊外独门独院的房子。 ②转移，改变。 | 興味が移る。兴趣转移。 | ただちに行動に移れ。马上行动。 | 話は五か年計画に移った。话题转移到了五年计划上面。 | つぎの議題に移りましょう。谈下一个议题吧。 | 会社をうつる。换公司。 | 彼の関心が和子から良子にうつる。他的心思从和子小姐转到了良子小姐身上。 ③变心。 | 心が移る。变心。 | 関心が移る。注意力转移。 ④（疾病、火势等）蔓延，感染。 | 伝染病が移る。传染病蔓延。 | 私のかぜが子供に移った。我的感冒传染给孩子了。 ⑤染上（香味或颜色）。 | 色が移らないよう別々に洗濯しなさい。别串了色，分开来洗吧！ | 薬のにおいが手に移る。手上沾染上药味。 ⑤时光流逝。 | 時が移る。时间推移；时代变迁。 | 移れば変わる。时过境迁。 | 時は移り私は20歳になっていた。时光流逝我长到了二十岁。 | 季節が移ったことにも私は気付いていなかった。连季节的变化我都没有察觉。,"N1,vocab"
Default,疑わしい,可疑。,うたがわしい,,うたがわしい点。可疑之处。靠不住的地方。 | 何かうたがわしい点はありますか。有没有什么可疑的地方？ | 真偽のほどはうたがわしい。是真是假很可疑。 | 彼は疑わしげに私を見た。他用怀疑的眼神看了我一眼 | うたがわしきはばっせず。疑わしきは罰せず。存疑则不可定罪。,"N1,vocab"
Default,遺産,遗产。,いさん,,いさんを相続する。继承遗产。 | 文化いさん。文化遗产。 | いさん争いが始まる。开始争夺遗产。,"N1,vocab"
Default,刈り入れ,收割。,かりいれ,,刈り入れ時。收割时节。,"N1,vocab"
Default,刈る,①割，割掉。,かる,,草を刈る。割草。 ②剪，修剪。 | 頭を刈る。剪发。,"N1,vocab"
Default,異変,①非常事件；异常情况。,いへん,,暖冬異変。异常暖和的冬天。 | 彼の身にいへんが生じたに違いない。他的身体肯定出现了异常情况。 ②显著变化。 | 病状に異変が起きる。病情发生明显变化。,"N1,vocab"
Default,逸する,①离开，脱离。逸，超出。脱出某范围。,いっする,,常軌を逸する。越出常轨。 ②遗漏，逸。漏掉，掉。 | 名を逸する。遗漏姓名。 ③逸失。丢失，消失。 | 本文を逸し書名のみ伝わる。文章的内容已经逸失，只有书名尚流传。 ④逸，安逸，逸乐。随意享乐。,"N1,vocab"
Default,詣でる,参拜。,もうでる,,毎月一日には必ず近くの神社にもうでる。每月一号一定去附近的神社参拜。,"N1,vocab"
Default,意匠,①动脑筋，匠心，设计；图案下功夫，构思，独出心裁，别出心裁。,いしょう,,意匠をこらす动脑筋；精心设计。 | 家具の意匠にざん新さを出す发明出家具新样式。 | 意匠画图案画。 | いしょう登録。图案设计专利注册。 | いしょうを凝らした着物。独具匠心的和服。,"N1,vocab"
Default,意気地,魄力，骨气，志气，要强心。,いくじ,,意気地のないことを言う。说懦夫/软骨头/没出息的话。 | 歳をとると意気地がなくなる。年纪大了就没有要强心了。,"N1,vocab"
Default,駅伝,长距离接力赛。,えきでん,,えきでん走者に沿道から声援を送った。在沿途向长距离接力赛的运动员声援助威。 | えきでんは日本の冬の風物詩だ。接力长跑是日本冬季的风情诗。,"N1,vocab"
Default,臆病,胆怯。怯懦。窝囊。,おくびょう,,おくびょうな男がよくやった。这个胆小鬼竟敢这么干。 | 臆病風に吹かれる。畏怯起来。 | おくびょうもの/臆病者。胆小鬼。,"N1,vocab"
Default,臆説,臆测。假说。,おくせつ,,,"N1,vocab"
Default,因る,①基于。,よる,,このやり方はあくまで私の経験によるものです。这种方法完全基于我的经验。 | この小説は昔の伝説によっている。这篇小说基于以前的传说。 | それは事情いかんによる。那要看事情的性质如何。 | 会長の要請によって警官隊が出動した。在会长要求下，警察出动了。 ②由于。因为。 | 酒酔い運転による悲惨な事故が相次いでいる。由于酒后驾驶而造成的悲惨事故接连发生。 | 彼の成功は君の援助によることは明らかだ。他的成功是因为有你的帮助，这是很明白的事。 | 彼は努力によって今日を築いたのだ。他是凭借努力才有了今天。 | 彼は勤勉によって成功した。由于勤奋，他获得了成功。 | 麻薬によって起きた犯罪。因毒品而引发的犯罪。 ③据。跟据。通过。 | 我々は新聞によって日々のできごとを知る。我们通过报纸知道每天的新闻。 | 報道によれば今年は春が遅いらしい。据报导，今年春天来得要晚。 | 郵便料金は重量により異なる。邮资根据重量不同而不同。 | 思想は言語により表現される。思想是通过语言表达出来的。,"N1,vocab"
Default,因循,①因循，保守，沿袭。 ②犹豫不决，拖拉，优柔寡断。,いんじゅん,,因循こそく。 因循姑息；因循守旧敷衍一时。,"N1,vocab"
Default,音頭,①领唱。音头。,おんど,,音頭をとる。领唱。领头。倡导。 ②集体舞蹈；集体舞蹈的歌曲。 | 木やり音頭。滚运木材合唱曲；运木曲。 ③领头人，发起人。 | 牧本先生に乾杯のおんどをお願いします。请牧本老师带头祝酒。 | 婦人代表の音頭で杯をあげる。在妇女代表倡导下举起了酒杯。 | 救済運動の音頭をとる。发起救济运动。 | 宴会で乾杯の音頭をとる。在宴会上祝酒。 | わたしが音頭をとりますからみなさん万歳を三唱してください。我带头，请大家三呼万岁。,"N1,vocab"
Default,陰る,阴。阴沉。阴暗下来。,かげる,,人気がかげる。人望下降。 | 日がかげると急に寒くなる。太阳一下山，马上就冷起来了。,"N1,vocab"
Default,引き分け,平手。平局。,ひきわけ,,その試合はひきわけとなった。那场比赛打平了。 | 日本はポーランドと2対2でひきわけた。日本和波兰二比二打平了。 | 執念の追い上げでひきわけに持ち込んだ。凭着执著的追赶把比分拉平了。,"N1,vocab"
Default,引ける,下班。放学。难为情。,ひける,,会社がひける。下班。 | 学校がひける。放学。 | このまま黙って帰るのも気がひけるな。这样就回去也有点拉不下脸来。 | そんな大役は気が引けてとてもできない。这样重要的角色，我可不敢接。,"N1,vocab"
Default,引率,带领。引导。,いんそつ,,いんそつ者。领队。 | 生徒たちをいんそつして博物館に行く。带领学生去博物馆。,"N1,vocab"
Default,隠す,藏。隐瞒。掩盖。,かくす,,真相をかくす。隐瞒真相。 | 宝物をかくす。隐藏宝物。 | 当局は最も重要な情報を隠している。当局隐瞒了最重要的情报。 | 隠さずに話したまえ。不要隐瞒都说出来吧。 | 何を隠そう，俺は大の甘党なのだ。没什么可掩饰的，我最喜欢吃甜的。 | 頭隠して尻隠さず。捉襟见肘。藏得住头，藏不住尾。,"N1,vocab"
Default,隠れる,藏。躲。潜伏。不为人知。,かくれる,,太陽が雲にかくれる。太阳躲进云里。 | 今までどこに隠れていたんだ。你一直躲在什么地方啊？ | 隠れもない事実。毫无隐瞒的事实。 | 親に隠れて夜遊びをする。背着父母，夜里出去玩儿。 | 隠れた天才。不为人知的天才。 | 隠れた名品。不为人知的名作。,"N1,vocab"
Default,英断,英断。英明，果断。,えいだん,,会長のえいだんで混乱を回避できた。由于会长的英明果断避免了混乱。 | 総理がえいだんを下さないでどうするのだ。总理不当机立断怎么行？。,"N1,vocab"
Default,営み,①行为。,いとなみ,,自然の営み。自然界的活动。 ②工作，事情。营生，办事。 | 日々の営み。日常生活。 ③准备，从事。 | 冬の営みをする。准备过冬。,"N1,vocab"
Default,営む,①营，办，从事。,いとなむ,,生活を営む。营生。 | 事業を営む。办事业。 | 法事を営む。举办法事。 | 魚屋をいとなむ。经营鱼店。 | 社会生活をいとなむ。过社会生活。 ②经营。 | 理髪店を営む。经营理发馆。 | 農業を営む。经营农业。 ③营造，建造。 | 大邸宅を営む。营建大住宅。,"N1,vocab"
Default,映える,①照，映照。映衬。,はえる,,夕日に映える西の空。夕阳映照下的西方天空。 | 昇る朝日に花が映える。花儿映照在朝晖中。 | 夕日にはえる。夕阳映照。 | 雪の山が夕日に映えて赤く染まった。雪山被夕阳映红。 ②好看，漂亮；显眼，夺目。 | 映えない色。阴暗的色彩。 | 礼装が映える。礼服穿得很漂亮。 | ドレスに宝石がよく映える。女礼服上的宝石光彩夺目。 | 映えない一生を過ごす。默默无闻地度过一生。 | 映えない仕事でもいっしょうけんめいやる。不引人注目的工作也努力去做。 ③适合，协调。 | その洋服に一番映えるネクタイはこれだろう。最适合这件西服的领带是这一条吧。 | 黒を着たほうがはえるよ。你穿黑衣服更合适。,"N1,vocab"
Default,映す,①映，照，投射。,うつす,,水に姿を映す。姿态映在水里。 | 山が湖に影を映す。山影映在湖上。 | 彼は鏡に自分の姿を映して見た。他用镜子照了照自己。 | 寝ぼけた顔を鏡に映して見る。照镜子看自己睡眼惺忪的面容。 ②放映。投射，投影。 | 映像をスクリーンに映す。把影像放映在银幕上。 | 映画を映す。放映电影。 | 白い幕に映画をうつす。在银幕上放映电影。映。 | 歌謡曲は時代をうつす鏡だ。歌谣是反映时代的一面镜子。,"N1,vocab"
